browser,city,datetime,ip,method,module
safari,南京市,2019-05-26 20:47:50,4.248.225.66,post,任务详情
firefox,华县,2019-05-23 20:08:41,200.65.59.250,put,项目详情
ie,龙县,2019-05-25 17:15:15,192.88.104.231,put,项目详情
ie,华市,2019-05-25 11:48:27,192.52.198.1,post,主页
firefox,华县,2019-05-26 13:05:46,169.242.249.63,post,主页
safari,南京市,2019-05-27 08:06:02,192.172.71.27,option,任务列表
firefox,巢湖县,2019-05-23 15:11:20,193.217.128.227,put,项目详情
ie,北京县,2019-05-22 09:36:21,200.238.69.190,put,任务详情
firefox,想县,2019-05-28 05:27:56,192.52.198.1,put,个人信息
safari,东莞县,2019-05-22 22:48:05,192.167.183.73,post,项目列表
safari,刚市,2019-05-28 18:10:52,192.52.152.30,put,项目列表
chrome,东莞县,2019-05-27 09:11:06,192.168.121.59,get,任务详情
safari,宜都市,2019-05-20 15:28:45,212.5.96.172,put,项目详情
safari,伟县,2019-05-26 07:51:40,192.56.204.58,delete,项目详情
firefox,潜江县,2019-05-29 21:05:51,198.17.139.74,option,任务详情
chrome,玉英县,2019-05-28 11:15:13,192.175.13.165,put,任务详情
chrome,玉英县,2019-05-25 00:17:42,192.88.96.161,get,任务详情
ie,南京市,2019-05-20 07:44:01,169.242.249.63,delete,个人信息
firefox,伟县,2019-05-25 18:20:06,192.88.127.141,put,任务详情
ie,玉英县,2019-05-25 19:32:38,169.255.215.157,delete,主页
ie,潜江县,2019-05-23 19:22:27,212.5.96.172,get,任务详情
chrome,南京市,2019-05-23 10:36:00,198.50.54.119,delete,任务详情
ie,颖市,2019-05-25 22:35:35,192.6.65.180,post,任务列表
ie,建军县,2019-05-28 14:07:52,169.242.249.63,put,任务列表
chrome,天津市,2019-05-28 11:19:28,192.88.166.197,put,任务列表
chrome,南京市,2019-05-25 20:19:54,206.107.49.25,delete,项目列表
safari,伟县,2019-05-27 07:22:46,192.175.75.191,post,任务列表
safari,建军县,2019-05-23 16:26:08,192.141.156.158,get,主页
firefox,北京县,2019-05-22 09:43:23,192.52.201.75,put,个人信息
safari,东莞县,2019-05-26 13:31:11,192.31.204.69,delete,项目列表
ie,宜都市,2019-05-26 20:21:36,198.50.60.244,put,个人信息
ie,华县,2019-05-22 05:02:05,192.88.156.255,get,项目列表
chrome,天津市,2019-05-22 20:05:58,169.230.50.203,option,主页
ie,倩市,2019-05-26 20:05:59,192.0.11.58,delete,项目列表
ie,颖市,2019-05-23 22:51:37,197.154.176.98,put,任务详情
ie,巢湖县,2019-05-23 19:10:51,1.228.115.113,get,项目列表
safari,华市,2019-05-29 01:25:56,203.0.84.137,post,任务详情
chrome,想县,2019-05-20 01:23:34,203.0.112.147,delete,主页
safari,巢湖县,2019-05-26 05:56:35,198.51.98.171,delete,个人信息
chrome,倩市,2019-05-21 13:50:20,192.0.53.46,delete,主页
chrome,刚市,2019-05-22 05:44:25,197.154.176.98,get,任务列表
ie,东莞县,2019-05-28 16:44:38,192.57.46.44,option,项目列表
chrome,刚市,2019-05-28 16:42:01,169.169.36.164,delete,任务列表
chrome,潜江县,2019-05-26 23:12:40,192.31.216.190,option,任务详情
ie,宜都市,2019-05-23 02:59:58,192.1.229.163,put,任务列表
safari,宜都市,2019-05-23 08:34:15,169.242.249.63,get,项目详情
chrome,潜江县,2019-05-20 19:12:39,197.154.176.98,put,任务列表
chrome,宜都市,2019-05-28 01:02:08,4.248.225.66,option,项目详情
firefox,龙县,2019-05-27 07:06:40,169.201.129.49,post,个人信息
firefox,利县,2019-05-21 05:42:11,169.255.215.157,delete,项目详情
chrome,汕尾县,2019-05-23 03:36:55,55.128.250.95,option,任务详情
chrome,龙县,2019-05-29 03:09:33,192.197.89.19,delete,主页
chrome,宜都市,2019-05-29 11:30:43,192.174.87.217,post,主页
safari,宜都市,2019-05-29 21:12:34,169.253.193.81,option,任务列表
safari,颖市,2019-05-23 15:22:51,198.51.108.180,delete,任务详情
safari,汕尾县,2019-05-22 16:32:59,192.197.89.19,option,任务详情
chrome,南京市,2019-05-26 15:54:17,192.88.156.255,post,任务列表
safari,宜都市,2019-05-21 00:34:26,200.65.59.250,get,项目列表
chrome,刚市,2019-05-23 07:58:38,192.175.38.219,put,任务详情
safari,龙县,2019-05-25 21:32:43,203.0.59.155,post,个人信息
chrome,华市,2019-05-28 22:02:41,192.172.71.27,put,个人信息
safari,龙县,2019-05-27 21:28:21,192.52.192.137,put,任务详情
ie,南京市,2019-05-27 04:06:31,192.3.52.74,post,个人信息
safari,玉英县,2019-05-29 10:15:35,57.126.171.51,option,项目详情
chrome,汕尾县,2019-05-29 12:25:06,192.52.172.81,get,任务详情
safari,天津市,2019-05-23 04:16:11,169.230.50.203,post,任务列表
firefox,汕尾县,2019-05-26 18:07:00,192.31.178.28,get,项目列表
chrome,颖市,2019-05-20 00:39:05,198.51.98.171,post,任务详情
firefox,华县,2019-05-29 16:22:55,169.255.140.124,option,项目详情
safari,宜都市,2019-05-26 14:50:54,192.31.211.99,put,项目列表
firefox,想县,2019-05-22 00:58:35,192.52.192.137,option,任务列表
chrome,潜江县,2019-05-22 07:57:14,203.98.157.202,get,项目列表
firefox,北京县,2019-05-29 12:55:06,192.88.166.197,post,任务详情
safari,乌鲁木齐县,2019-05-26 23:39:10,192.53.2.210,post,任务列表
safari,玉英县,2019-05-29 13:35:48,55.128.250.95,delete,项目详情
safari,华市,2019-05-26 08:57:31,198.51.108.180,put,任务详情
chrome,潜江县,2019-05-28 12:51:34,192.141.156.158,delete,任务详情
safari,宜都市,2019-05-23 12:13:48,203.0.112.147,put,任务列表
safari,华县,2019-05-23 02:48:22,169.255.140.124,post,项目详情
firefox,宜都市,2019-05-20 11:35:14,203.0.84.137,option,项目详情
firefox,东莞县,2019-05-24 20:08:07,206.107.49.25,get,主页
ie,宜都市,2019-05-20 10:37:26,192.0.53.46,delete,主页
ie,玉英县,2019-05-27 02:29:44,198.50.54.119,post,项目列表
chrome,利县,2019-05-29 08:57:09,193.217.128.227,post,项目列表
safari,想县,2019-05-26 17:03:16,192.88.104.231,get,主页
chrome,华县,2019-05-29 06:58:24,192.88.57.235,delete,项目列表
firefox,颖市,2019-05-28 12:00:05,203.0.112.147,post,项目列表
ie,伟县,2019-05-19 22:04:18,169.230.50.203,put,任务列表
firefox,华县,2019-05-22 01:12:39,169.253.193.81,option,任务详情
chrome,北京县,2019-05-27 07:21:18,197.154.176.98,option,任务详情
chrome,颖市,2019-05-27 22:23:11,192.0.3.183,post,个人信息
ie,伟县,2019-05-28 21:16:20,192.52.172.81,put,项目详情
firefox,华县,2019-05-25 00:48:41,192.197.89.19,option,项目列表
ie,巢湖县,2019-05-25 13:33:10,121.106.8.72,get,项目列表
firefox,华市,2019-05-27 08:28:00,1.228.115.113,post,项目列表
safari,宜都市,2019-05-27 08:56:20,7.216.233.147,option,项目列表
chrome,龙县,2019-05-25 05:41:09,192.52.192.137,put,任务详情
chrome,利县,2019-05-24 08:45:18,192.88.66.73,delete,任务列表
safari,建军县,2019-05-24 07:06:52,192.0.11.58,delete,任务列表
chrome,华县,2019-05-23 20:27:23,192.172.71.27,get,主页
safari,天津市,2019-05-22 09:19:43,193.217.128.227,put,任务详情
safari,东莞县,2019-05-28 23:17:54,192.57.46.44,post,个人信息
safari,玉英县,2019-05-25 04:51:07,192.52.192.137,get,项目详情
ie,乌鲁木齐县,2019-05-21 23:48:09,4.248.225.66,option,任务列表
ie,宜都市,2019-05-26 11:35:39,192.197.89.19,get,任务列表
safari,利县,2019-05-29 07:19:01,198.51.108.180,option,任务列表
safari,倩市,2019-05-28 04:04:02,192.167.94.147,get,任务列表
safari,东莞县,2019-05-26 00:22:03,192.53.2.210,delete,任务列表
firefox,想县,2019-05-23 13:14:38,192.0.10.129,get,主页
firefox,天津市,2019-05-25 13:43:37,192.31.178.28,delete,个人信息
ie,倩市,2019-05-27 09:49:09,192.57.46.44,post,任务列表
chrome,天津市,2019-05-26 13:01:39,203.6.167.148,put,项目列表
safari,玉英县,2019-05-25 06:21:07,198.50.54.119,option,项目列表
ie,潜江县,2019-05-25 07:46:06,192.174.91.31,post,任务详情
ie,想县,2019-05-27 21:04:33,192.31.216.190,option,项目详情
chrome,潜江县,2019-05-26 12:02:07,175.83.83.87,delete,项目列表
safari,想县,2019-05-22 23:05:03,203.98.157.202,get,任务列表
ie,汕尾县,2019-05-22 19:51:58,198.51.108.180,delete,项目详情
ie,潜江县,2019-05-28 12:02:17,203.6.167.148,delete,主页
safari,倩市,2019-05-23 23:54:14,192.31.197.204,put,主页
safari,汕尾县,2019-05-24 09:36:30,192.52.143.214,get,任务列表
firefox,北京县,2019-05-20 03:25:33,192.88.127.141,get,个人信息
safari,华县,2019-05-25 17:31:10,192.31.197.204,option,任务详情
safari,宜都市,2019-05-27 22:28:17,192.167.183.73,put,个人信息
ie,华市,2019-05-22 04:42:52,202.112.176.9,option,项目详情
safari,华县,2019-05-24 23:12:35,192.175.51.205,delete,个人信息
firefox,想县,2019-05-23 05:34:10,192.56.204.58,post,项目详情
firefox,玉英县,2019-05-20 06:24:59,197.154.176.98,delete,任务列表
ie,玉英县,2019-05-25 04:07:21,192.168.121.59,put,任务列表
firefox,伟县,2019-05-21 15:34:05,192.56.204.58,delete,项目列表
safari,宜都市,2019-05-23 00:19:56,192.175.13.165,put,项目详情
chrome,华市,2019-05-25 01:36:40,198.50.60.244,option,项目详情
ie,南京市,2019-05-25 23:56:13,192.175.51.205,post,任务列表
ie,龙县,2019-05-22 02:31:15,192.174.87.217,get,任务列表
safari,玉英县,2019-05-25 18:32:37,192.31.204.69,put,个人信息
safari,华市,2019-05-21 06:07:46,192.0.53.46,get,主页
safari,龙县,2019-05-20 23:33:16,192.167.183.73,get,项目列表
safari,巢湖县,2019-05-28 06:26:24,55.128.250.95,put,主页
firefox,华市,2019-05-25 09:26:24,192.6.65.180,delete,任务列表
safari,天津市,2019-05-29 01:44:05,192.1.229.163,get,个人信息
ie,华县,2019-05-20 06:16:46,192.172.74.3,delete,项目列表
firefox,天津市,2019-05-28 02:56:56,192.31.197.204,put,任务详情
firefox,乌鲁木齐县,2019-05-29 13:23:08,197.154.176.98,post,项目列表
safari,玉英县,2019-05-29 19:05:36,198.17.139.74,post,主页
firefox,颖市,2019-05-27 11:27:17,4.254.229.140,option,项目列表
firefox,潜江县,2019-05-29 19:22:29,192.0.53.46,get,任务列表
firefox,北京县,2019-05-26 14:25:15,169.230.50.203,get,个人信息
ie,华市,2019-05-21 03:16:03,203.0.59.155,delete,主页
safari,巢湖县,2019-05-20 08:26:53,192.83.9.215,post,任务详情
ie,巢湖县,2019-05-21 11:00:16,192.54.169.39,post,任务详情
safari,南京市,2019-05-20 22:14:57,192.91.20.221,get,个人信息
ie,龙县,2019-05-22 05:42:36,192.91.20.221,post,任务详情
safari,华市,2019-05-20 17:15:05,198.50.54.119,post,项目列表
chrome,北京县,2019-05-21 04:13:45,198.50.75.135,delete,主页
firefox,北京县,2019-05-22 16:31:00,192.31.197.204,put,项目列表
chrome,东莞县,2019-05-25 05:09:53,192.31.197.204,put,任务列表
chrome,巢湖县,2019-05-27 11:31:58,192.0.11.58,post,项目列表
chrome,利县,2019-05-21 19:22:49,192.52.201.75,post,项目列表
safari,伟县,2019-05-20 22:19:03,4.254.229.140,post,项目详情
chrome,巢湖县,2019-05-23 01:27:10,192.91.20.221,post,个人信息
safari,潜江县,2019-05-24 16:43:36,192.175.75.191,post,项目详情
chrome,伟县,2019-05-26 15:01:37,192.91.130.219,post,任务列表
safari,伟县,2019-05-24 11:13:11,192.175.13.165,put,主页
safari,北京县,2019-05-20 02:03:39,192.31.178.28,get,个人信息
firefox,华市,2019-05-25 22:23:50,192.49.28.87,get,任务列表
firefox,北京县,2019-05-24 17:03:12,192.52.192.137,get,项目列表
chrome,巢湖县,2019-05-21 02:06:09,216.111.3.86,post,任务详情
chrome,玉英县,2019-05-26 06:38:14,192.31.204.69,option,任务列表
safari,龙县,2019-05-29 03:42:41,203.0.84.137,put,项目列表
firefox,北京县,2019-05-28 18:40:34,192.3.52.74,get,项目详情
safari,伟县,2019-05-24 05:35:38,121.106.8.72,get,主页
safari,潜江县,2019-05-20 08:30:10,192.88.66.73,put,项目列表
chrome,想县,2019-05-21 02:07:45,192.175.75.191,get,任务详情
ie,倩市,2019-05-24 16:57:17,192.52.143.214,option,项目详情
firefox,伟县,2019-05-23 16:22:37,192.88.156.255,put,任务详情
chrome,倩市,2019-05-24 19:16:14,192.94.13.134,post,项目详情
safari,东莞县,2019-05-26 11:47:47,200.65.59.250,delete,个人信息
safari,刚市,2019-05-29 19:20:03,192.31.211.99,delete,主页
safari,倩市,2019-05-25 04:53:54,192.52.143.214,post,任务列表
firefox,南京市,2019-05-27 12:56:40,169.192.168.56,get,任务详情
ie,玉英县,2019-05-27 03:01:26,199.190.135.236,option,任务列表
firefox,南京市,2019-05-23 13:34:07,192.52.143.214,option,个人信息
chrome,龙县,2019-05-26 04:20:53,192.52.143.138,option,项目详情
firefox,华市,2019-05-22 23:29:47,192.31.204.69,option,主页
safari,南京市,2019-05-29 12:09:50,192.175.51.205,get,项目详情
firefox,潜江县,2019-05-29 05:09:06,192.0.53.46,delete,任务详情
chrome,倩市,2019-05-22 22:23:16,203.98.157.202,delete,任务详情
safari,北京县,2019-05-29 08:35:28,192.174.91.31,get,任务列表
firefox,建军县,2019-05-27 08:02:38,192.175.38.219,get,个人信息
chrome,建军县,2019-05-28 11:49:06,216.111.3.86,delete,项目详情
chrome,潜江县,2019-05-22 00:53:08,192.88.96.161,get,任务列表
ie,东莞县,2019-05-21 07:52:46,192.52.198.1,put,主页
ie,巢湖县,2019-05-24 23:28:22,192.52.198.1,get,主页
chrome,南京市,2019-05-27 23:35:15,169.192.168.56,put,主页
ie,华县,2019-05-21 00:47:16,192.88.156.255,delete,任务详情
safari,刚市,2019-05-27 11:53:59,169.192.168.56,post,项目列表
firefox,颖市,2019-05-23 00:18:53,192.52.199.237,get,任务详情
safari,汕尾县,2019-05-27 09:30:18,192.175.38.219,delete,任务详情
ie,颖市,2019-05-23 21:40:36,192.172.71.27,option,任务详情
safari,潜江县,2019-05-21 16:07:56,192.49.28.87,post,个人信息
firefox,宜都市,2019-05-29 11:58:19,192.52.143.138,delete,主页
chrome,倩市,2019-05-28 05:59:09,192.88.127.141,option,项目详情
firefox,刚市,2019-05-25 01:35:01,192.54.169.39,get,主页
chrome,东莞县,2019-05-20 05:03:18,198.51.232.199,post,项目列表
chrome,华市,2019-05-22 14:05:25,200.238.69.190,get,任务列表
firefox,潜江县,2019-05-21 06:10:48,192.52.192.137,get,任务列表
safari,汕尾县,2019-05-25 00:48:15,192.1.229.163,get,项目列表
safari,天津市,2019-05-26 08:52:23,203.23.202.51,put,主页
safari,巢湖县,2019-05-28 22:55:48,192.175.169.242,put,主页
safari,乌鲁木齐县,2019-05-26 23:18:41,192.174.91.31,option,项目详情
chrome,倩市,2019-05-27 18:45:09,192.91.130.219,post,任务列表
chrome,华县,2019-05-29 09:17:12,192.57.46.44,delete,项目列表
ie,北京县,2019-05-25 19:51:15,192.83.9.215,option,任务列表
firefox,巢湖县,2019-05-27 09:03:04,192.91.20.221,put,项目详情
chrome,颖市,2019-05-26 15:40:47,192.31.216.190,delete,项目列表
ie,想县,2019-05-24 00:11:35,192.0.11.58,put,任务详情
chrome,北京县,2019-05-26 05:53:09,169.192.168.56,post,个人信息
firefox,刚市,2019-05-24 08:03:12,193.217.128.227,put,项目详情
firefox,北京县,2019-05-29 10:56:05,192.175.169.242,get,主页
ie,北京县,2019-05-28 05:18:10,200.238.69.190,option,项目列表
ie,刚市,2019-05-27 11:16:30,198.51.232.199,delete,项目详情
safari,天津市,2019-05-28 23:07:55,192.52.192.218,option,个人信息
safari,建军县,2019-05-22 08:55:08,192.175.13.165,get,任务详情
ie,想县,2019-05-23 19:30:52,192.91.20.221,post,主页
chrome,巢湖县,2019-05-29 19:44:43,192.175.51.205,delete,项目列表
firefox,建军县,2019-05-27 07:06:44,203.6.167.148,get,项目列表
safari,东莞县,2019-05-22 07:43:46,193.217.128.227,put,主页
ie,想县,2019-05-21 04:54:44,192.31.204.69,post,任务详情
safari,巢湖县,2019-05-23 15:26:16,192.168.121.59,put,项目详情
safari,南京市,2019-05-28 19:50:19,203.6.167.148,option,个人信息
firefox,颖市,2019-05-27 23:44:48,192.175.169.242,get,主页
safari,潜江县,2019-05-20 19:47:09,203.23.202.51,get,项目详情
chrome,颖市,2019-05-23 13:05:25,192.52.192.218,delete,主页
chrome,东莞县,2019-05-27 21:30:21,192.88.66.73,option,项目列表
ie,玉英县,2019-05-20 07:07:54,192.31.197.204,get,任务详情
safari,伟县,2019-05-28 06:34:33,57.126.171.51,get,任务详情
ie,颖市,2019-05-25 10:55:20,199.190.135.236,get,任务详情
firefox,天津市,2019-05-21 11:55:43,192.57.46.44,post,主页
chrome,建军县,2019-05-25 04:20:26,192.175.51.205,post,任务列表
safari,想县,2019-05-26 06:11:37,121.106.8.72,post,个人信息
chrome,华市,2019-05-23 11:59:52,192.0.1.59,post,项目详情
safari,华市,2019-05-24 14:39:28,169.255.140.124,put,任务列表
safari,刚市,2019-05-23 03:31:09,192.94.13.134,get,任务列表
ie,天津市,2019-05-29 18:40:56,193.217.128.227,put,个人信息
chrome,想县,2019-05-29 16:02:16,192.52.199.237,delete,任务列表
ie,玉英县,2019-05-22 19:53:20,192.52.143.214,delete,主页
ie,乌鲁木齐县,2019-05-24 13:06:50,198.51.108.180,get,任务列表
chrome,颖市,2019-05-21 15:28:41,203.0.59.155,post,个人信息
ie,巢湖县,2019-05-21 18:16:36,192.174.91.31,post,任务列表
safari,北京县,2019-05-25 11:50:45,192.57.46.44,delete,任务详情
firefox,巢湖县,2019-05-24 03:30:29,198.17.139.74,delete,任务列表
chrome,汕尾县,2019-05-20 02:52:47,121.106.8.72,delete,主页
safari,华县,2019-05-24 08:16:02,202.112.176.9,delete,个人信息
safari,南京市,2019-05-22 20:50:12,192.31.204.69,get,任务列表
safari,倩市,2019-05-27 16:38:36,202.112.176.9,get,主页
chrome,刚市,2019-05-27 16:51:13,198.51.232.199,post,任务列表
ie,北京县,2019-05-20 06:01:16,192.0.10.129,delete,任务详情
safari,刚市,2019-05-29 11:25:08,192.52.192.218,option,项目详情
chrome,倩市,2019-05-28 12:39:45,197.154.176.98,post,项目详情
ie,潜江县,2019-05-27 16:14:58,192.88.127.141,put,任务列表
ie,刚市,2019-05-26 08:43:16,192.0.3.183,get,主页
ie,玉英县,2019-05-23 10:51:15,192.54.169.39,put,任务列表
ie,颖市,2019-05-23 10:37:15,192.52.68.139,post,个人信息
firefox,天津市,2019-05-28 00:41:18,192.31.204.69,delete,个人信息
ie,倩市,2019-05-24 18:24:40,192.88.96.161,put,项目列表
safari,巢湖县,2019-05-22 20:17:58,199.190.135.236,post,项目列表
firefox,乌鲁木齐县,2019-05-24 09:41:00,198.51.101.90,get,任务列表
chrome,东莞县,2019-05-24 05:59:57,203.23.202.51,option,任务列表
firefox,华市,2019-05-27 11:22:52,192.52.252.250,get,任务详情
chrome,潜江县,2019-05-24 13:44:45,198.51.232.199,post,项目列表
chrome,伟县,2019-05-23 00:56:53,192.141.156.158,put,项目详情
ie,倩市,2019-05-22 12:44:42,192.88.96.161,post,项目详情
chrome,利县,2019-05-21 08:15:44,198.50.60.244,post,主页
chrome,天津市,2019-05-29 10:27:26,198.51.101.164,option,任务列表
ie,南京市,2019-05-20 02:58:05,198.51.101.90,put,任务详情
firefox,颖市,2019-05-21 10:02:23,192.31.211.99,put,项目列表
chrome,华县,2019-05-20 17:04:50,216.111.3.86,put,个人信息
safari,华县,2019-05-26 16:47:07,203.0.84.137,delete,个人信息
safari,汕尾县,2019-05-28 15:13:41,192.175.13.165,post,任务详情
chrome,潜江县,2019-05-27 14:48:25,203.0.84.137,put,个人信息
chrome,天津市,2019-05-20 03:30:36,55.128.250.95,post,项目列表
safari,北京县,2019-05-29 09:51:20,192.91.130.219,post,任务详情
chrome,利县,2019-05-24 07:41:53,192.175.13.165,delete,项目列表
safari,华县,2019-05-27 04:20:30,4.254.229.140,put,主页
firefox,华市,2019-05-25 15:20:22,169.242.249.63,delete,任务详情
chrome,玉英县,2019-05-29 18:19:07,192.141.156.158,post,主页
firefox,伟县,2019-05-27 20:10:47,169.255.140.124,get,任务列表
firefox,潜江县,2019-05-27 09:56:05,198.51.98.171,option,个人信息
firefox,建军县,2019-05-26 02:40:31,175.83.83.87,option,主页
safari,南京市,2019-05-21 17:59:14,192.0.11.58,option,个人信息
chrome,南京市,2019-05-22 17:25:35,192.175.13.165,put,个人信息
chrome,想县,2019-05-26 00:08:31,200.238.69.190,post,项目列表
ie,华县,2019-05-27 23:11:22,192.0.10.129,put,项目详情
ie,伟县,2019-05-26 06:47:34,192.172.71.27,get,个人信息
firefox,倩市,2019-05-28 07:51:03,192.88.104.231,post,项目详情
safari,利县,2019-05-29 06:17:52,169.192.168.56,get,主页
safari,建军县,2019-05-21 17:31:20,192.0.86.164,get,主页
chrome,龙县,2019-05-28 01:04:46,169.169.36.164,delete,主页
safari,建军县,2019-05-27 08:04:40,121.106.8.72,option,个人信息
ie,东莞县,2019-05-23 20:53:27,192.88.127.141,delete,项目详情
firefox,颖市,2019-05-24 21:32:23,198.51.108.180,post,任务详情
ie,巢湖县,2019-05-21 07:35:20,192.49.28.87,option,个人信息
ie,刚市,2019-05-20 06:03:28,197.154.176.98,get,任务列表
safari,颖市,2019-05-26 22:01:25,192.88.127.141,option,任务列表
chrome,建军县,2019-05-23 08:07:33,192.91.20.221,get,任务详情
chrome,乌鲁木齐县,2019-05-28 05:27:09,4.248.225.66,post,项目列表
chrome,刚市,2019-05-25 21:58:03,198.51.108.180,delete,任务详情
firefox,南京市,2019-05-22 15:53:17,192.52.68.139,delete,任务列表
safari,建军县,2019-05-22 00:25:44,198.51.232.199,delete,主页
chrome,北京县,2019-05-21 14:04:47,202.112.176.9,get,项目详情
chrome,玉英县,2019-05-27 15:06:15,192.197.89.19,option,主页
firefox,玉英县,2019-05-20 08:50:37,198.51.101.90,delete,项目详情
firefox,颖市,2019-05-29 11:44:59,192.52.252.250,post,项目列表
ie,想县,2019-05-21 05:03:04,192.52.172.81,option,项目详情
firefox,巢湖县,2019-05-28 00:31:26,192.172.71.27,delete,任务详情
chrome,利县,2019-05-29 01:38:36,198.51.101.164,put,项目详情
ie,想县,2019-05-23 01:19:25,175.83.83.87,delete,项目列表
chrome,颖市,2019-05-29 16:42:08,192.0.1.59,post,任务列表
firefox,巢湖县,2019-05-20 21:46:53,121.106.8.72,option,任务详情
safari,利县,2019-05-23 23:50:02,198.51.108.180,post,项目列表
firefox,华市,2019-05-23 11:12:28,192.175.38.219,option,任务详情
safari,华市,2019-05-22 19:27:41,192.175.51.205,put,项目列表
firefox,建军县,2019-05-28 18:59:37,192.0.1.59,option,个人信息
chrome,利县,2019-05-27 23:07:27,192.0.3.183,option,项目列表
ie,倩市,2019-05-23 10:23:08,192.0.3.183,post,项目详情
chrome,利县,2019-05-25 12:30:53,1.228.115.113,get,个人信息
chrome,刚市,2019-05-20 20:00:38,192.83.9.215,delete,项目详情
ie,北京县,2019-05-20 05:47:28,198.51.208.103,option,任务列表
firefox,南京市,2019-05-20 10:41:43,169.169.36.164,option,个人信息
chrome,颖市,2019-05-23 09:36:08,192.31.216.190,delete,项目详情
chrome,玉英县,2019-05-27 18:55:55,203.98.157.202,delete,项目详情
firefox,北京县,2019-05-22 08:22:01,192.91.20.221,post,主页
firefox,倩市,2019-05-23 15:50:52,192.0.1.59,put,项目详情
chrome,南京市,2019-05-29 07:44:47,192.53.2.210,delete,项目详情
safari,巢湖县,2019-05-22 22:29:13,192.52.143.214,get,个人信息
safari,汕尾县,2019-05-22 17:00:00,169.192.168.56,get,项目列表
ie,汕尾县,2019-05-26 19:56:39,198.51.101.90,get,任务详情
ie,颖市,2019-05-27 01:06:56,169.255.215.157,put,任务详情
chrome,想县,2019-05-20 06:13:04,192.31.204.69,put,项目详情
firefox,玉英县,2019-05-28 11:49:53,192.56.204.58,option,任务详情
chrome,潜江县,2019-05-29 19:33:25,192.0.86.164,put,项目详情
ie,建军县,2019-05-24 10:41:29,192.175.51.205,delete,项目详情
ie,南京市,2019-05-21 21:17:33,192.175.38.219,option,主页
firefox,玉英县,2019-05-21 17:29:41,192.52.172.81,option,个人信息
safari,倩市,2019-05-27 22:17:34,169.242.249.63,delete,任务详情
ie,刚市,2019-05-25 20:40:27,192.172.71.27,post,任务列表
firefox,利县,2019-05-24 15:45:55,192.57.46.44,option,项目详情
safari,华县,2019-05-21 08:47:13,203.98.157.202,delete,任务列表
firefox,北京县,2019-05-28 00:21:58,203.0.76.165,put,主页
safari,东莞县,2019-05-26 14:48:45,192.52.172.81,get,项目列表
chrome,刚市,2019-05-22 16:08:44,200.238.69.190,post,项目详情
ie,天津市,2019-05-29 07:15:15,203.23.202.51,option,项目列表
firefox,建军县,2019-05-23 22:47:58,198.51.98.171,post,任务列表
firefox,颖市,2019-05-22 05:35:35,192.167.94.147,get,主页
firefox,巢湖县,2019-05-24 11:23:19,192.168.121.59,post,任务详情
ie,玉英县,2019-05-23 12:51:33,192.88.166.197,option,任务详情
chrome,建军县,2019-05-19 22:47:41,57.126.171.51,option,任务详情
firefox,乌鲁木齐县,2019-05-27 22:51:26,192.31.204.69,post,个人信息
firefox,龙县,2019-05-28 17:57:08,203.0.112.147,put,主页
firefox,倩市,2019-05-26 17:18:32,212.5.96.172,put,任务列表
chrome,华市,2019-05-29 15:43:41,192.1.229.163,post,任务详情
chrome,利县,2019-05-20 07:15:48,192.175.51.205,put,任务列表
chrome,倩市,2019-05-24 20:05:39,192.6.65.180,get,任务列表
chrome,巢湖县,2019-05-23 03:19:34,192.52.172.81,delete,任务列表
chrome,天津市,2019-05-20 13:15:45,192.54.169.39,option,项目详情
safari,玉英县,2019-05-21 09:21:49,192.3.52.74,put,项目详情
safari,汕尾县,2019-05-28 19:57:11,192.52.192.218,get,主页
ie,东莞县,2019-05-27 01:05:42,192.174.91.31,post,任务列表
safari,想县,2019-05-21 12:54:27,192.175.58.238,post,任务列表
firefox,华县,2019-05-23 17:34:38,192.91.130.219,put,任务详情
ie,刚市,2019-05-21 11:57:11,199.190.135.236,get,项目列表
ie,建军县,2019-05-21 04:05:53,192.141.156.158,option,任务详情
firefox,巢湖县,2019-05-23 07:27:40,192.94.13.134,get,项目列表
safari,南京市,2019-05-28 07:54:42,192.175.169.242,get,个人信息
chrome,龙县,2019-05-26 05:16:42,192.31.216.190,delete,任务详情
chrome,天津市,2019-05-28 19:50:31,192.52.143.214,put,项目列表
chrome,倩市,2019-05-27 08:16:23,203.23.202.51,delete,主页
firefox,乌鲁木齐县,2019-05-28 18:51:16,192.83.9.215,option,项目详情
safari,颖市,2019-05-23 21:11:30,198.51.101.164,get,任务列表
ie,想县,2019-05-23 01:27:16,192.0.1.59,put,主页
chrome,龙县,2019-05-25 17:16:04,192.52.192.218,put,个人信息
ie,南京市,2019-05-25 22:29:21,55.128.250.95,delete,任务详情
ie,建军县,2019-05-24 18:39:40,216.111.3.86,post,任务列表
firefox,玉英县,2019-05-27 15:43:49,198.51.98.171,post,项目列表
ie,龙县,2019-05-27 05:05:09,192.52.201.75,option,项目详情
ie,华市,2019-05-23 00:28:09,200.65.59.250,delete,主页
ie,颖市,2019-05-28 13:12:29,192.88.57.235,option,个人信息
firefox,汕尾县,2019-05-26 01:48:06,192.83.9.215,post,项目详情
firefox,东莞县,2019-05-22 14:35:16,192.0.86.164,get,主页
firefox,颖市,2019-05-28 22:04:12,198.51.98.171,option,个人信息
chrome,想县,2019-05-26 11:23:50,203.0.84.137,get,项目列表
